temperature,humidity,wind_speed,cloud_cover,pressure,visibility,irradiance,solar_output
42.6,94.16,27.35,57.4,997.75,22.62,496.6,0.087
5.87,67.87,0.68,86.3,978.42,5.92,423.37,5.733
5.11,12.3,11.45,48.14,965.79,7.43,861.01,46.657
-3.06,38.69,21.98,7.85,1025.03,21.3,176.68,10.723
20.02,57.31,9.63,56.05,1007.45,11.57,1073.7,66.268
24.94,43.3,31.84,33.21,991.81,0.8,346.57,0.0
-1.52,84.2,22.19,15.49,966.75,12.47,471.82,17.03
36.1,82.39,2.52,84.9,978.42,2.3,302.22,5.007
19.02,63.12,31.82,52.16,1040.98,24.64,637.3,3.318
22.79,40.48,33.52,93.33,997.01,14.79,64.49,4.147
18.36,29.26,2.72,80.6,985.07,6.56,164.65,3.091
16.24,15.06,18.63,69.3,997.14,14.18,820.38,13.467
24.66,38.72,10.62,0.5,1022.9,2.11,205.15,25.324
3.23,44.25,13.75,42.78,979.01,20.04,259.07,19.981
4.64,69.2,6.29,19.75,962.87,23.15,872.28,186.14
40.67,67.53,20.23,91.08,1003.49,21.89,102.63,0.0
45.14,11.66,33.53,17.46,1011.52,8.68,481.22,4.518
14.79,42.55,17.61,28.61,1016.27,8.28,25.37,0.0
9.35,22.27,2.9,51.68,1033.2,1.07,381.49,13.795
29.13,19.9,21.7,26.34,982.12,16.35,768.88,23.401
16.66,83.59,11.91,20.99,952.54,13.47,99.11,8.083
-3.65,8.98,29.96,59.91,1040.83,11.59,977.17,2.394
3.28,44.82,15.21,8.89,988.5,22.71,1000.45,137.725
32.95,20.98,6.75,5.82,1007.33,4.36,115.49,21.197
29.92,88.54,6.69,37.22,1011.63,0.44,1089.81,41.602
-3.56,57.92,26.91,72.07,999.65,2.02,327.28,0.0
6.76,26.98,9.3,55.48,965.53,5.74,92.51,4.762
7.25,52.73,26.85,42.29,1020.51,1.03,5.57,0.971
30.61,74.49,7.21,56.58,1025.38,12.67,449.38,31.805
-3.96,96.02,11.26,36.55,1000.3,7.99,692.79,53.962
0.52,25.94,16.29,93.61,993.86,4.68,365.4,1.892
37.4,89.19,33.01,5.49,956.39,18.8,920.39,13.693
4.46,93.76,32.61,67.34,953.4,5.27,788.27,0.0
29.6,92.06,7.24,89.13,978.96,17.25,385.18,4.807
7.62,65.36,12.54,80.39,976.08,8.86,807.74,16.445
0.27,64.83,5.23,18.4,1040.37,12.89,1034.54,243.926
7.89,43.31,17.85,29.59,1023.36,23.36,102.41,10.508
33.28,76.48,16.12,71.7,1010.99,1.13,336.71,4.137
40.35,55.47,31.53,8.43,996.76,12.61,509.66,11.043
39.0,69.36,32.55,81.19,961.74,21.39,547.79,6.52
16.05,45.7,13.42,71.89,1042.85,14.78,596.42,17.086
30.41,74.49,17.21,72.96,982.5,7.07,330.69,0.89
5.86,83.32,31.37,10.02,955.69,10.06,733.99,6.639
10.54,18.91,28.23,71.78,994.38,17.07,709.59,11.263
42.51,84.13,0.13,67.98,1032.4,22.29,635.6,33.552
-4.31,56.33,11.2,83.09,1033.73,1.22,125.14,0.0
-0.47,85.24,14.76,4.16,946.1,1.97,524.66,25.67
6.02,45.97,8.04,2.31,1033.63,8.26,391.85,89.332
-3.59,41.01,6.99,37.3,972.15,5.97,540.14,48.905
4.62,91.93,1.32,14.88,948.9,6.77,1014.05,159.685
25.9,28.86,22.52,55.84,1029.78,5.69,528.58,0.0
17.34,85.2,9.19,91.73,1031.39,5.06,15.38,1.974
42.31,50.98,1.83,39.15,1004.62,3.44,482.72,42.738
38.32,53.84,8.08,84.5,1002.44,23.36,902.71,18.69
13.12,34.3,28.07,0.02,1026.31,3.78,858.07,8.774
8.75,59.44,29.8,16.85,1023.63,5.27,564.73,4.454
15.12,35.9,16.91,3.04,1034.01,6.31,274.75,25.624
26.29,8.73,14.56,32.81,1000.27,23.34,511.6,47.247
9.21,30.84,34.22,90.82,1041.76,18.94,620.07,2.925
28.08,5.61,7.02,9.7,1044.61,19.78,1099.86,315.767
16.7,97.94,7.54,60.64,956.65,2.8,708.6,19.247
24.26,96.75,10.22,45.15,1029.95,20.94,763.69,73.166
18.11,42.54,6.05,93.85,994.98,10.32,540.6,8.662
10.61,74.2,13.28,12.25,983.76,6.72,389.94,34.687
45.27,37.85,31.88,21.2,1006.31,14.48,894.25,3.327
35.47,68.75,21.54,2.95,950.6,20.59,544.43,29.254
2.43,81.52,14.42,43.39,995.65,19.51,1094.16,76.93
41.03,94.94,32.7,27.78,1032.09,22.27,502.83,2.658
20.83,43.02,1.7,86.99,966.35,23.22,74.8,0.0
42.41,79.41,7.36,60.49,987.64,6.11,750.84,28.998
37.39,30.26,19.81,61.41,1038.95,10.71,51.31,0.0
17.54,99.08,21.54,53.19,987.86,0.56,275.55,3.548
-3.81,7.45,1.38,9.19,980.84,22.01,389.11,117.105
9.24,62.34,14.11,44.5,989.05,4.03,813.43,31.296
23.71,67.65,22.72,99.95,996.95,21.56,543.66,0.0
28.57,70.36,24.43,83.52,1008.2,8.37,31.51,0.0
8.67,16.44,22.33,89.35,1025.07,9.33,678.53,4.423
2.39,94.16,11.22,82.32,990.21,1.17,452.58,1.597
39.25,22.21,3.27,10.3,1026.75,8.31,1014.02,221.188
47.17,64.16,14.95,22.74,998.37,22.23,549.52,47.594
22.86,26.15,4.51,0.31,978.85,0.83,779.87,82.228
4.1,34.19,33.17,30.35,1010.8,10.28,240.76,4.363
9.43,56.91,16.63,10.86,1016.77,0.98,837.07,42.209
-4.03,44.63,11.1,47.28,1000.8,9.4,793.05,50.494
43.46,20.22,26.82,67.71,950.66,4.48,994.49,1.005
1.24,21.24,17.43,87.45,961.99,6.46,37.2,1.427
25.56,44.72,10.85,74.92,973.53,21.96,492.25,13.232
9.52,76.94,28.42,93.86,973.26,11.01,747.07,2.949
24.37,90.31,30.35,5.39,1012.34,6.99,104.68,0.0
29.53,12.99,23.56,1.22,946.83,14.82,451.66,13.983
38.98,42.34,1.64,66.13,1020.57,3.72,1036.36,38.336
5.94,14.52,19.82,28.94,971.53,6.63,479.53,20.565
-4.42,6.58,26.72,25.35,976.0,13.75,1083.95,8.619
2.25,67.86,4.78,33.09,997.79,6.09,62.52,6.639
42.7,62.23,8.0,26.98,966.59,17.04,789.61,114.646
41.32,20.49,30.89,51.14,1033.45,12.39,639.12,0.12
26.66,27.21,0.7,44.01,953.54,19.35,550.59,72.325
26.83,7.25,26.35,51.24,989.44,23.72,1067.93,0.808
30.25,84.32,16.58,67.27,1029.94,3.07,142.62,0.0
4.29,97.6,15.64,38.71,1006.58,8.5,985.6,50.382
43.46,17.87,0.25,25.13,974.23,8.12,760.36,105.181
17.19,26.99,28.68,16.62,987.08,3.95,284.9,0.481
15.31,87.5,12.59,34.95,1015.67,20.3,991.84,107.105
22.5,93.01,18.93,74.18,1042.33,19.04,472.22,4.838
-2.51,44.86,23.71,75.67,1034.31,12.21,895.65,6.386
3.81,9.81,24.59,66.69,979.24,13.54,427.72,2.375
34.12,8.74,33.46,23.4,1044.82,1.68,936.02,5.88
-0.61,59.53,18.6,58.81,945.35,13.98,700.29,19.869
26.97,42.33,13.99,57.07,947.76,19.83,155.15,7.959
8.0,7.72,33.38,48.43,1027.38,14.43,714.63,9.231
15.63,60.41,22.47,55.0,964.95,6.78,210.48,4.809
10.3,6.07,10.44,49.18,951.08,16.76,453.11,34.537
13.85,79.8,4.43,56.55,968.71,9.16,187.33,16.581
33.11,34.11,29.49,71.55,987.61,13.71,24.22,0.848
10.75,8.82,12.68,10.96,1018.06,12.29,233.08,35.984
25.02,60.89,23.12,74.96,1007.43,9.65,590.01,3.526
20.23,42.78,16.48,13.59,968.76,18.03,529.72,56.66
30.17,97.51,6.96,6.66,995.33,22.12,551.65,138.801
44.65,56.7,21.06,97.61,1037.62,0.33,272.46,5.613
33.83,31.15,2.12,95.7,1026.5,23.35,753.68,13.293
6.39,72.4,14.47,6.04,977.32,12.89,774.69,96.73
-3.35,30.79,19.13,44.33,1043.23,17.58,393.76,14.388
8.9,90.9,15.26,18.62,1015.86,21.42,969.29,109.392
26.54,40.6,26.2,48.53,951.24,11.78,708.43,3.61
-2.27,57.24,28.98,83.02,948.52,20.91,784.34,3.205
21.31,9.8,26.99,95.06,961.84,4.6,305.07,2.022
26.63,45.48,1.36,63.43,1017.79,4.15,0.67,0.54
12.71,84.07,6.79,35.39,963.37,16.51,951.91,127.87
35.86,81.54,18.78,60.33,996.15,21.78,904.67,23.418
0.65,26.31,32.72,31.2,954.33,22.33,135.51,0.0
-1.02,26.48,29.22,90.98,1037.09,16.16,411.52,5.47
33.59,82.64,29.49,87.04,979.4,13.23,727.47,0.0
21.26,93.39,10.61,55.82,1035.81,8.42,717.32,40.444
31.49,14.06,15.03,32.48,1039.49,24.5,946.39,85.925
18.05,47.76,16.47,29.34,945.61,8.13,154.29,11.25
8.06,37.06,5.51,3.34,991.41,18.66,472.93,158.453
38.41,87.72,1.09,81.58,947.47,13.39,106.95,3.445
37.37,12.93,33.14,45.04,1035.87,15.29,428.55,4.475
31.82,25.06,8.42,32.51,996.84,9.96,16.62,4.402
9.42,76.48,8.4,47.11,952.49,24.13,988.1,95.019
26.28,9.87,2.92,81.87,956.03,14.38,579.75,18.412
14.13,51.79,32.5,12.46,983.35,23.46,934.78,10.126
-0.15,47.0,20.29,85.77,1039.02,0.39,65.9,0.095
43.62,36.77,23.35,89.75,1014.29,14.4,250.2,3.0
2.25,42.48,31.91,94.67,1031.76,17.99,285.32,3.197
45.36,55.34,12.1,39.75,981.65,18.68,425.36,37.034
18.64,20.33,21.75,21.71,949.32,22.64,883.15,34.899
4.81,59.34,1.36,37.36,1042.43,0.31,425.21,20.967
23.72,81.52,6.54,33.29,946.72,0.21,225.12,4.687
41.27,77.22,29.09,17.62,1039.77,11.91,71.49,5.971
33.81,19.62,26.84,60.73,981.87,0.93,87.44,0.0
37.75,19.18,12.27,47.66,946.01,24.37,836.05,52.929
29.92,30.48,13.19,86.57,1013.92,5.71,489.28,0.676
31.69,39.3,18.67,3.21,1043.05,11.92,798.8,70.12
40.01,43.8,0.01,64.39,1041.56,1.72,750.52,23.728
8.23,69.57,8.44,76.29,961.09,13.15,148.9,10.094
20.94,10.38,7.29,75.95,963.12,9.62,157.18,1.348
6.72,8.29,8.77,88.61,1001.55,1.31,830.88,5.672
47.35,42.23,28.21,72.9,1008.73,8.51,793.4,0.0
45.04,71.23,9.79,92.78,1018.94,9.91,415.83,1.938
-2.91,23.38,6.7,33.27,963.11,24.75,85.16,19.26
32.4,65.94,17.65,50.32,1040.9,5.36,13.31,0.0
44.04,29.68,30.3,1.41,1008.87,13.71,316.97,6.348
4.57,89.18,8.45,0.7,1029.7,24.69,10.14,4.104
25.1,90.09,2.75,24.01,999.01,19.84,253.08,53.46
43.52,33.24,12.47,10.08,986.43,24.84,461.45,75.867
-3.2,26.85,26.17,26.02,1042.72,24.21,133.56,0.0
31.96,44.07,19.27,17.7,1003.21,12.34,114.71,11.898
10.76,27.85,28.59,2.85,1031.69,17.47,986.08,23.643
43.99,68.88,33.59,90.93,1040.33,2.94,644.02,0.407
46.47,83.48,27.74,0.82,1012.54,11.14,1027.9,19.931
45.05,68.94,21.13,73.61,999.89,20.26,380.41,2.336
20.13,83.31,17.27,15.21,945.35,12.73,744.86,53.784
40.69,42.71,1.4,91.22,949.0,17.63,225.16,7.512
39.76,19.85,34.45,89.28,965.09,18.69,680.17,0.0
11.91,75.11,13.42,65.39,963.6,6.49,142.54,0.0
38.93,39.25,5.33,67.22,970.48,21.92,2.29,0.0
-3.04,68.77,23.33,0.53,975.49,11.6,1024.68,38.422
26.6,30.71,9.95,98.49,981.01,5.41,610.38,1.308
7.19,12.72,20.5,87.78,987.05,21.66,1019.63,4.899
1.39,99.3,20.54,89.51,954.89,10.56,367.21,0.0
-0.92,19.84,15.6,65.92,949.24,18.81,360.56,13.188
31.9,98.9,29.26,34.48,1012.39,13.79,440.72,0.886
13.01,97.84,9.27,89.36,998.73,9.67,776.65,7.15
33.41,80.41,15.7,29.15,989.41,20.28,622.39,49.1
-1.54,67.65,18.82,56.27,1008.44,14.69,1017.89,25.211
11.71,59.89,23.23,9.97,1027.77,9.89,27.98,0.309
23.59,87.28,27.44,92.2,987.77,2.92,779.02,4.488
36.91,32.5,13.82,14.08,1009.11,22.41,363.36,53.39
11.89,49.43,22.61,22.49,1040.36,1.08,198.26,3.027
28.17,63.84,5.27,55.81,1028.96,21.61,561.44,58.455
41.96,44.06,32.64,76.41,987.6,9.13,555.57,0.0
27.64,45.61,13.41,61.94,1009.47,16.06,150.71,12.379
7.35,36.38,25.53,23.21,962.71,23.07,222.09,0.09
-3.71,58.6,0.71,0.09,1001.05,3.96,448.98,90.403
41.12,85.8,7.18,75.72,1043.13,14.26,449.69,15.048
-3.87,24.15,17.05,98.52,996.83,19.16,349.31,4.507
41.36,93.77,30.74,80.99,1037.76,18.99,163.4,3.559
23.03,70.46,18.45,46.02,985.73,13.24,4.81,0.069
44.77,83.21,32.55,90.38,1044.88,15.69,1067.26,1.695
37.34,57.84,16.93,40.98,1002.92,18.99,1037.85,57.538
47.89,79.05,17.17,52.49,949.23,21.06,532.02,10.17
13.59,6.54,4.19,47.71,1003.68,19.09,1094.56,148.412
35.66,82.75,28.09,44.76,972.46,8.98,741.02,1.441
16.3,8.81,8.64,77.52,948.25,24.92,75.74,0.725
20.43,89.54,31.49,52.68,1027.09,10.98,129.49,0.0
28.26,99.24,31.88,31.67,972.57,0.81,1007.72,4.835
41.3,32.94,33.02,25.82,1024.65,9.19,693.06,5.807
47.16,24.98,18.21,3.77,973.82,3.37,927.5,43.779
35.72,77.71,23.7,58.32,964.43,3.21,988.1,0.217
17.14,29.04,27.25,23.0,1042.39,7.18,492.74,4.261
17.33,87.23,4.59,14.81,981.16,1.52,53.38,0.0
34.09,14.77,21.03,65.38,1005.14,17.28,207.11,2.504
7.66,16.97,1.2,68.12,1006.0,2.03,73.23,2.446
0.86,98.02,17.41,75.22,1001.05,5.24,207.61,2.743
13.79,69.01,5.42,50.36,1036.47,2.5,451.59,21.808
10.22,85.45,6.4,89.41,1012.44,1.77,130.02,1.667
10.7,35.81,12.78,93.63,985.37,6.84,183.41,0.0
7.38,69.27,15.14,80.74,1031.24,14.38,490.4,4.759
-2.77,61.45,21.81,63.56,963.11,24.12,374.19,7.005
-4.05,62.3,2.6,30.37,999.42,21.91,514.42,112.727
47.35,69.84,17.63,98.29,1040.06,21.92,472.09,1.819
17.67,59.66,6.39,27.41,1007.54,4.57,708.93,81.447
15.37,45.76,20.09,20.27,1026.7,6.77,1030.91,47.104
31.02,31.21,22.31,44.22,1010.36,2.09,118.65,4.029
6.57,78.02,19.48,5.68,1028.94,19.51,109.19,11.717
45.35,26.5,25.84,97.85,1039.45,1.93,938.09,8.452
36.68,70.77,11.75,58.84,972.29,14.01,557.04,22.086
-0.26,27.17,26.78,55.7,961.97,6.35,843.05,3.503
17.13,64.41,15.15,65.58,993.4,6.24,236.96,9.523
41.59,75.97,16.95,49.7,1015.19,24.77,911.75,43.423
45.07,25.78,22.68,3.21,967.72,18.97,1016.23,35.19
19.77,10.69,0.64,61.23,945.41,20.96,699.03,56.0
27.51,17.44,22.89,71.62,979.29,14.39,116.47,5.197
3.85,62.57,21.65,41.67,1041.89,21.8,984.82,39.004
47.53,85.7,10.84,75.73,1014.5,16.21,871.74,24.224
7.28,9.27,3.0,22.7,985.13,23.67,825.97,201.2
44.96,74.74,3.18,22.13,964.26,7.18,40.4,2.208
29.43,37.43,32.31,16.14,980.61,14.96,878.86,16.75
27.21,50.46,24.12,37.2,961.98,17.32,151.75,4.076
22.17,93.24,4.45,84.7,955.63,9.94,244.62,1.741
7.23,36.54,12.49,82.79,1035.67,22.02,634.85,12.515
4.36,49.21,20.74,38.28,1044.77,24.5,291.48,12.968
6.69,6.3,29.25,58.91,961.41,12.45,727.48,4.362
4.88,12.75,1.53,72.08,950.45,9.89,668.88,24.426
36.32,29.57,8.28,24.12,977.97,11.9,118.96,15.164
13.56,7.65,31.14,16.81,991.17,21.35,721.62,5.053
-1.93,64.98,0.32,97.21,965.48,16.21,1016.35,13.308
46.36,45.51,7.05,61.76,975.14,1.31,177.22,3.2
41.84,57.07,33.57,98.14,965.09,13.65,656.77,1.665
44.17,21.59,21.47,33.78,1022.43,0.63,376.05,8.132
47.73,33.11,9.16,70.3,1016.26,19.51,505.57,23.003
4.22,68.06,2.34,22.26,1008.5,8.34,315.7,56.029
16.0,96.7,0.99,26.12,983.72,11.91,389.54,64.607
35.19,9.79,8.57,51.19,1035.9,20.01,31.8,3.338
31.89,89.59,30.85,31.96,1041.95,1.35,1079.71,7.454
3.16,59.8,14.56,16.76,962.36,4.13,687.28,45.679
38.24,58.57,25.21,26.29,967.3,10.07,550.78,2.367
6.9,52.53,32.14,3.57,997.56,5.9,422.09,7.78
6.86,11.59,14.28,70.44,954.13,8.58,593.31,15.724
23.46,13.54,6.69,49.21,988.64,24.95,418.12,43.826
26.43,62.09,18.1,9.42,1003.18,20.67,395.9,42.909
25.74,37.39,31.78,17.17,997.21,22.12,510.34,7.91
-0.15,92.14,28.15,10.25,978.09,23.44,303.58,4.958
41.51,43.63,2.3,61.26,999.24,8.66,198.05,14.736
9.08,18.61,24.24,9.42,1040.88,7.57,612.27,9.994
1.86,72.9,20.02,75.43,965.6,6.0,927.04,9.155
42.1,32.87,31.76,2.05,1010.48,20.79,168.11,1.683
45.65,54.92,4.29,24.94,949.34,17.05,36.01,1.84
40.69,71.29,18.69,89.07,951.64,6.06,271.49,0.0
37.9,90.53,30.78,71.85,1000.18,9.55,1077.69,3.68
29.73,80.26,14.35,7.3,955.49,12.77,911.63,93.978
24.2,69.25,16.87,82.11,947.23,13.3,655.45,10.731
-0.39,69.57,2.47,49.3,962.15,22.24,1022.17,120.794
16.65,94.86,9.74,84.68,1001.48,9.64,489.81,11.175
14.75,33.1,11.36,60.07,1015.33,22.73,1081.61,70.017
8.77,5.11,33.08,68.18,965.25,11.15,325.93,1.607
33.34,30.84,9.89,99.35,1011.83,18.71,264.34,0.0
21.28,25.7,16.13,23.23,963.25,23.27,701.85,65.547
-0.7,67.87,23.5,62.39,1006.35,22.71,415.97,5.023
6.67,65.2,5.68,46.03,986.2,1.61,689.0,37.47
31.21,61.38,17.03,3.95,1010.38,5.3,335.5,29.566
-0.97,6.54,25.85,1.45,1044.51,12.03,679.71,9.121
40.11,74.23,30.34,11.92,1038.78,10.9,303.32,2.918
21.24,35.74,21.92,64.91,945.43,16.09,56.07,1.601
20.47,68.18,23.42,56.72,1033.54,23.63,1003.35,8.984
26.4,57.87,4.42,55.34,951.65,2.99,971.53,43.597
38.71,37.56,33.1,3.19,1040.3,11.41,1067.88,16.231
13.43,17.78,4.64,46.93,973.18,4.97,788.18,61.846
30.93,13.97,27.11,92.46,983.2,22.37,750.99,4.502
24.98,83.99,9.27,39.76,954.16,24.12,614.9,59.388
9.15,92.25,32.68,62.49,956.23,12.07,138.54,3.772
41.57,66.73,25.2,77.98,1017.67,2.78,208.16,2.178
37.26,14.83,26.38,78.39,1039.43,19.68,318.42,0.0
29.9,43.19,7.67,51.93,1006.07,17.49,979.17,90.985
40.08,74.25,15.51,85.8,1016.59,9.0,190.27,0.0
40.97,79.08,21.62,39.14,1021.2,22.21,1015.16,26.462
32.54,16.23,26.95,88.87,971.28,24.4,575.06,3.69
39.36,5.0,3.64,24.02,949.52,14.03,787.13,137.092
31.97,72.65,33.68,28.02,945.19,14.23,121.27,4.433
31.05,38.88,31.16,5.31,980.06,7.58,295.94,1.292
27.79,29.18,9.46,79.56,969.15,14.7,1054.37,26.848
34.89,6.23,28.8,41.71,951.23,11.1,292.76,0.0
3.41,56.33,18.14,22.91,962.95,7.69,326.17,13.475
41.69,85.86,16.16,23.18,957.45,1.87,217.36,6.362
41.21,95.98,11.01,90.14,1036.49,6.47,141.98,0.0
-3.45,58.75,20.33,83.39,959.03,5.11,256.58,0.0
38.77,53.87,25.55,55.35,998.76,13.64,706.56,2.454
1.83,13.08,14.38,61.61,1004.31,15.12,500.9,20.351
12.76,57.14,22.02,47.43,999.35,15.29,609.13,16.599
34.41,41.1,24.48,39.17,954.91,9.83,134.6,3.871
3.52,62.68,24.89,91.55,976.88,10.65,882.33,4.285
38.35,41.93,1.82,12.56,950.13,20.89,862.5,215.605
39.1,27.83,30.09,41.84,984.57,12.01,23.75,1.138
21.9,14.02,16.04,34.46,963.86,24.7,421.87,26.142
-4.66,34.92,9.18,49.82,1001.16,11.1,75.65,6.688
10.21,14.18,8.46,45.76,1014.28,16.31,871.32,103.081
27.7,21.81,16.91,51.89,998.21,1.45,811.0,18.006
47.0,98.8,31.04,13.99,988.42,16.4,992.19,12.414
28.49,47.19,13.24,51.31,983.73,21.32,260.04,19.793
8.77,55.53,26.24,24.24,1029.17,23.57,501.93,3.231
28.6,87.99,3.39,18.43,966.94,24.93,202.94,42.534
23.62,99.58,16.66,6.48,1018.42,7.2,408.36,33.862
36.33,60.36,34.71,76.27,1020.75,14.47,574.47,4.607
0.67,82.19,26.97,42.74,986.92,11.38,58.66,0.0
35.33,36.06,7.37,62.66,974.73,14.18,786.36,44.472
23.69,34.05,17.55,72.76,992.05,4.1,597.62,8.249
46.04,43.26,8.18,67.93,954.32,21.43,911.85,38.027
13.12,68.89,14.33,47.05,949.59,22.76,298.96,22.479
28.53,69.81,27.3,38.79,956.16,11.35,993.65,3.036
44.4,34.95,26.99,37.6,963.71,7.15,1098.56,0.0
0.43,17.65,7.98,64.0,995.42,3.69,1011.23,37.025
44.67,65.08,32.28,49.48,1029.91,17.16,855.68,9.865
31.46,17.19,20.74,84.91,968.56,7.94,893.61,5.218
-1.4,59.96,13.3,87.47,1038.52,22.76,631.12,10.79
10.95,70.88,17.57,17.06,1040.49,16.84,209.17,19.211
32.53,71.56,21.18,13.62,1040.89,16.21,744.74,37.963
-1.43,76.58,19.6,63.04,1028.76,14.07,784.03,10.721
25.86,87.92,17.02,30.12,981.38,1.34,1083.92,19.749
13.33,52.5,17.67,1.86,952.27,23.31,595.43,65.998
27.91,74.37,6.17,88.86,1001.88,15.77,298.51,8.96
-2.58,63.82,28.45,22.69,1000.87,24.85,752.04,10.183
41.19,22.73,18.96,92.93,1030.0,13.53,1077.31,6.106
46.59,7.44,4.59,71.74,1044.6,17.81,194.94,15.01
46.35,32.03,26.82,76.27,995.82,1.59,358.6,1.281
34.73,47.09,32.64,20.15,979.52,15.87,596.07,5.876
1.89,63.63,33.16,23.42,963.59,19.16,187.24,0.0
35.19,85.75,12.92,52.13,945.48,19.51,24.44,7.331
-3.7,23.64,4.74,17.21,995.91,19.3,370.68,104.015
-3.83,16.93,18.14,30.54,1000.55,5.81,951.91,39.31
12.15,96.53,3.94,32.15,1027.49,24.39,47.82,5.852
20.9,15.26,32.69,15.96,995.46,24.88,471.82,10.297
35.83,50.46,6.43,20.52,1036.65,2.07,838.42,80.609
31.21,60.63,8.85,78.86,1007.81,23.42,1048.5,37.093
18.63,56.43,14.23,16.72,1029.03,7.38,1084.02,95.953
9.5,13.17,13.41,2.85,959.83,17.29,464.17,80.822
47.85,10.42,27.81,62.94,1030.53,8.59,1045.42,4.456
17.59,15.02,15.97,97.6,1012.51,24.2,38.96,0.556
18.92,60.63,5.98,33.12,962.02,2.72,820.51,63.312
3.67,56.71,9.35,11.87,963.98,12.54,707.02,128.646
37.12,27.21,17.82,57.04,1037.65,10.82,274.47,9.578
31.77,65.59,5.16,90.64,948.22,8.29,558.05,3.439
6.7,82.91,21.41,78.41,991.25,16.21,142.51,0.0
-0.63,8.95,19.8,62.25,976.35,3.45,958.76,11.24
31.07,52.32,25.01,31.51,1011.51,17.97,393.69,3.74
29.69,70.48,32.82,54.19,1028.96,24.52,688.65,0.0
9.48,28.97,31.93,9.12,981.04,20.15,174.65,2.546
45.4,34.24,33.11,67.89,987.69,21.53,226.78,0.0
3.01,63.3,8.57,72.51,1043.19,9.12,1091.15,37.976
17.91,90.3,4.6,96.5,1023.39,8.26,828.4,9.386
45.01,81.94,10.58,26.04,1034.72,13.02,1058.17,130.018
17.25,60.4,31.33,1.85,988.88,1.33,325.44,4.763
28.84,74.37,34.02,54.56,968.41,23.64,181.02,0.0
16.07,39.66,30.08,70.68,986.19,3.77,553.38,1.997
9.53,65.89,3.85,79.04,1016.61,22.59,544.14,22.563
47.15,49.29,33.16,19.37,955.94,2.27,192.44,0.0
16.69,23.04,14.82,26.18,972.05,20.6,806.54,81.571
42.39,71.67,0.33,51.26,949.66,3.97,397.96,26.25
7.19,57.86,15.48,33.06,988.23,1.15,205.0,6.056
6.29,39.07,1.61,86.05,1027.74,18.04,365.18,5.236
-3.35,91.58,19.04,47.38,947.47,7.15,620.02,14.044
29.54,6.99,11.85,79.96,1012.53,17.92,799.12,14.57
14.53,35.0,16.57,58.06,1038.25,13.97,530.08,21.849
40.81,10.4,21.46,77.31,968.69,2.9,578.15,3.597
20.08,77.82,30.41,33.27,1014.36,23.32,152.84,0.939
46.31,71.7,23.17,83.14,1042.51,11.42,1006.16,1.824
4.83,36.48,15.19,27.46,1041.23,18.41,1021.6,106.02
41.04,69.19,28.68,54.61,968.49,12.63,751.77,2.827
36.16,42.61,31.7,21.4,955.03,15.19,19.39,0.0
35.86,76.84,4.19,47.55,959.83,7.71,590.78,40.193
39.77,48.15,18.62,31.82,1015.2,5.17,692.14,28.014
35.33,44.17,9.96,26.67,1017.58,13.66,1094.12,152.3
28.19,93.8,1.65,96.7,1012.42,11.12,1095.67,10.343
1.96,28.83,23.4,16.01,978.61,9.87,943.37,23.379
-3.28,16.44,30.2,78.73,961.98,16.88,70.21,1.091
43.8,60.53,5.7,98.42,1003.08,17.32,1048.6,6.115
27.68,97.09,28.43,1.99,993.37,1.34,673.93,0.0
37.22,40.89,29.87,69.9,1017.88,8.6,880.98,0.213
20.52,10.89,32.0,25.29,989.14,10.41,447.91,5.176
1.22,37.23,9.28,4.05,978.86,2.6,351.64,40.249
1.63,53.06,31.64,40.29,974.35,6.05,509.57,1.485
31.33,20.38,11.22,93.52,966.15,1.48,161.56,6.935
17.81,67.52,19.33,1.18,971.57,24.91,392.77,29.113
5.63,99.79,1.77,58.79,954.48,18.47,943.38,70.903
21.05,47.92,1.54,50.14,979.69,2.37,41.75,7.95
-1.6,38.7,25.21,87.34,948.66,0.7,165.97,0.0
25.84,43.07,15.56,8.4,963.64,18.04,137.63,13.86
9.26,15.94,8.97,68.15,1019.68,11.09,443.38,24.02
37.27,88.91,6.66,68.01,977.55,19.71,1096.69,54.04
11.45,44.41,23.45,66.91,1011.82,23.1,190.69,0.572
19.13,41.79,0.01,94.23,1016.69,15.06,160.03,2.792
-4.38,67.67,28.21,82.31,1003.12,4.84,1006.56,0.0
-1.16,46.99,2.77,4.2,1040.87,19.6,970.26,351.372
15.8,66.58,6.7,47.11,947.14,23.9,35.46,3.533
20.44,10.84,13.52,39.8,1018.87,14.59,826.88,66.291
26.8,82.3,16.97,31.01,1040.88,17.11,721.01,49.301
10.46,94.35,12.42,45.13,1031.23,8.57,844.51,52.885
31.83,66.63,11.22,38.42,961.79,9.66,543.95,41.305
40.59,95.68,33.74,43.23,977.68,18.42,1090.52,9.708
36.33,19.39,22.46,97.93,962.25,23.21,48.23,0.0
-2.9,50.35,0.82,8.86,1005.13,15.8,257.81,78.323
20.47,62.17,15.06,92.22,1016.22,19.79,436.2,4.776
0.56,60.26,30.63,48.02,976.71,4.46,494.76,2.77
7.83,43.14,10.55,62.37,998.95,5.46,1013.5,36.466
47.29,37.12,3.31,83.02,1014.09,13.39,616.0,12.592
2.55,17.05,26.54,36.05,987.13,4.58,49.62,1.77
21.44,42.22,21.21,43.04,1030.4,15.95,448.65,8.387
